,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 70/96, 71/00, 99/01 in 17/03), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja pripraviti letno poročilo.

Na osnovi oddanih letnih poročil smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu, obratu s katerim upravlja zavezanec in o letnih količinah izpuščenih snovi v zrak iz posameznega obrata. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
10,2005,AC AVTOCENTER D.O.O.,VODNIKOVA ULICA 2A,2310,SLOVENSKA BISTRICA,GAJ,VODNIKOVA ULICA,2,A,SLOVENSKA BISTRICA, OSTALO (opomba),210.44
11,2005,AC AVTOCENTER D.O.O.,VODNIKOVA ULICA 2A,2310,SLOVENSKA BISTRICA,GAJ,VODNIKOVA ULICA,2,A,SLOVENSKA BISTRICA,skupni prah,7.75
12,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",360
13,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"antimon in njegove spojine, izražene kot Sb",1.253
14,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,arzen in njegove spojine (As),4.72
15,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"baker in njegove spojine, izražene kot Cu",189.14
16,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,cink in njegove spojine (Zn),1816.1
17,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",80234.4
18,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"fluor in njegove spojine, izražene kot HF",181.5
19,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"hlapne organske spojine, razen metana",650.88
20,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"kadmij in njegove spojine, izražene kot Cd",16.655800000000003
21,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,klor (Cl2),120
22,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"kobalt in njegove spojine, izražene kot Co",0.94
23,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"kositer in njegove spojine, izražene kot Sn",20.102
24,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"krom in njegove spojine, izražene kot Cr",578.5
25,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"mangan in njegove spojine, izražene kot Mn",277.96
26,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"nikelj in njegove spojine, izražene kot Ni",226.34
27,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,ogljikov dioksid (CO2),834
28,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,ogljikov monoksid (CO),2808731.59
29,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"organske spojine, izražene kot skupni organski ogljik (TOC)",86659.4
30,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),3.6744e-05
31,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"selen in njegove spojine, izražene kot Se",0.94
32,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,skupni prah,26656.46
33,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"spojine kroma (VI) - kalcijev kromat, stroncijev kromat, kromov (III) kromat, cinkov kromat, izraženi kot Cr",100
34,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"svinec in njegove spojine, izražene kot Pb",496.83
35,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"talij in njegove spojine, izražene kot Tl",0.9219999999999999
36,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"vanadij in njegove spojine, izražene kot V",0.94
37,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"živo srebro in njegove spojine, izražene kot Hg",4.7893
38,2005,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",514603
39,2005,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SLIVNICA PRI MARIBORU,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",
40,2005,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SLIVNICA PRI MARIBORU,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,skupni prah,124
41,2005,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",23840
42,2005,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,skupni prah,135.2
43,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",3.73
44,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",124.5
45,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,formaldehid (CH2O),0.54
46,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,"hlapne organske spojine, razen metana",4.2
47,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,ogljikov monoksid (CO),49.3
48,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,skupni prah,103.17
49,2005,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEZARSKA CESTA,3,,ŠTORE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",124.5
50,2005,AERO PAPIROTI D.O.O.,IPAVČEVA ULICA 32,3000,CELJE,KRŠKO,TOVARNIŠKA ULICA,14,,KRŠKO,"VSOTA org. spojine I., II. in III. nev. sk.",28.2
51,2005,AERO PAPIROTI D.O.O.,IPAVČEVA ULICA 32,3000,CELJE,KRŠKO,TOVARNIŠKA ULICA,14,,KRŠKO,VSOTA org. spojine III. nev. sk.,103.1
52,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,2-butanon (C4H8O),815
53,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,aceton (C3H8O),3713.4
54,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,alkani (razen metana),241226.7
55,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,alkilalkoholi,4768.6
56,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,etilacetat (C4H8O2),1875
57,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,"hlapne organske spojine, razen metana",178.5
58,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,ksilen (C8H10),5.3
59,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,toluen (C7H9),114187
60,2005,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,trikloreten (C2HCl3),211
61,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,2-butanon (C4H8O),0.7
62,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,alkilalkoholi,0.25
63,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",45.4
64,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,benzen,1.866
65,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,delno fluorirani ogljikovodiki (HFC),0.15
66,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"dušikovi oksidi (NO in NO2), izraženi kot NO2",913.7
67,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,fenol,19.41
68,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"fluor in njegove spojine, izražene kot HF",3.31
69,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"hlapne organske spojine, razen metana",35.81
70,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"kositer in njegove spojine, izražene kot Sn",1.1
71,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,ksilen (C8H10),0.8
72,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,metanol,39.91
73,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,ogljikov monoksid (CO),5854.9
74,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"silicijev dioksid, v obliki kristalinskega prahu, SiO2",13
75,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,skupni prah,113.08
76,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,stiren (C8H8),18.46
77,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"svinec in njegove spojine, izražene kot Pb",0.4
78,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,tetrakloreten (C2Cl4),59.1
79,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,toluen (C7H9),1.85
80,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,VSOTA org. spojine I. nev. sk.,1.7
81,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"VSOTA org. spojine I., II. in III. nev. sk.",0.02
82,2005,AET d.o.o. Družba za proizvodnjo vžignih sisitemov in elektronike,POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",64.357
83,2005,AGIS ZAVORE D.D.,RAJŠPOVA ULICA 16,2250,PTUJ,PTUJ,RAJŠPOVA ULICA,16,,PTUJ,skupni prah,384
84,2005,"AGROMEX, PROIZVODNJA, STORITVE, TRGOVINA MURSKA SOBOTA D.O.O.",LEDAVSKO NASELJE 16,9000,MURSKA SOBOTA,MURSKA SOBOTA,LEDAVSKO NASELJE,16,,MURSKA SOBOTA,skupni prah,30.98
85,2005,"AGRORUŠE PROIZVODNJA, TRGOVINA IN STORITVE, D.O.O.",TOVARNIŠKA CESTA 27,2342,RUŠE,RUŠE,TOVARNIŠKA CESTA,51,,RUŠE, OSTALO (opomba),0
86,2005,"AGRORUŠE PROIZVODNJA, TRGOVINA IN STORITVE, D.O.O.",TOVARNIŠKA CESTA 27,2342,RUŠE,RUŠE,TOVARNIŠKA CESTA,51,,RUŠE,skupni prah,6.457
87,2005,AGROSERVIS D.D.,KROŠKA ULICA 58,9000,MURSKA SOBOTA,MURSKA SOBOTA,KROŠKA ULICA,58,,MURSKA SOBOTA,"organske spojine, izražene kot skupni organski ogljik (TOC)",540
88,2005,AGROSERVIS D.D.,KROŠKA ULICA 58,9000,MURSKA SOBOTA,MURSKA SOBOTA,KROŠKA ULICA,58,,MURSKA SOBOTA,skupni prah,48.8
89,2005,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE, OSTALO (opomba),74
90,2005,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,metilmetakrilat (C5H8O2),9345.19
91,2005,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,mravljična kislina (CH2O2),56.2
92,2005,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,ogljikov monoksid (CO),0
93,2005,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,skupni prah,5.9
94,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",39
95,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",443.5
96,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"fluor in njegove spojine, izražene kot HF",13
97,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,ogljikov monoksid (CO),56.4
98,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"organske spojine, izražene kot skupni organski ogljik (TOC)",644.9
99,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,skupni prah,220.5
100,2005,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",166.7
101,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,didušikov oksid (N2O),
102,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,ogljikov monoksid (CO),
103,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER, OSTALO (opomba),4.389
104,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",2.809
105,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"baker in njegove spojine, izražene kot Cu",0.617
106,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"dušikovi oksidi (NO in NO2), izraženi kot NO2",3438.9040000000005
107,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"fluor in njegove spojine, izražene kot HF",0.482
108,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"krom in njegove spojine, izražene kot Cr",4.452000000000001
109,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"nikelj in njegove spojine, izražene kot Ni",0.261
110,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,ogljikov monoksid (CO),44.642999999999994
111,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"organske spojine, izražene kot skupni organski ogljik (TOC)",2774.974
112,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,skupni prah,237.26599999999996
113,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,VSOTA prašnate anorg. snovi III.,0.035
114,2005,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",76.735
115,2005,ALPINA d.d.,STROJARSKA ULICA 2,4226,ŽIRI,ŽIRI,STROJARSKA ULICA,2,,ŽIRI,"hlapne organske spojine, razen metana",11556.2
116,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",8.75
117,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"antimon in njegove spojine, izražene kot Sb",0.035
118,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,arzen in njegove spojine (As),0.035
119,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"baker in njegove spojine, izražene kot Cu",0.035
120,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,cink in njegove spojine (Zn),0.15
121,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"dušikovi oksidi (NO in NO2), izraženi kot NO2",385
122,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"fluor in njegove spojine, izražene kot HF",0.7
123,2005,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"kadmij in njegove spojine, izražene kot Cd",0.035
