,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 70/96, 71/00, 99/01 in 17/03), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja pripraviti letno poročilo.

Na osnovi oddanih letnih poročil smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu, obratu s katerim upravlja zavezanec in o letnih količinah izpuščenih snovi v zrak iz posameznega obrata. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
10,2007,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,"svinec in njegove spojine, izražene kot Pb",20.3,
11,2007,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",204.36,
12,2007,AC AVTOCENTER D.O.O.,LJUBLJANSKA CESTA 100,2310,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,LJUBLJANSKA CESTA,100,,SLOVENSKA BISTRICA,skupni prah,1.9,
13,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",11548,
14,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"antimon in njegove spojine, izražene kot Sb",52.476,
15,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,arzen in njegove spojine (As),52.69,
16,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"baker in njegove spojine, izražene kot Cu",133.00300000000001,
17,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,cink in njegove spojine (Zn),3205.14,
18,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",208072.9,
19,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"fluor in njegove spojine, izražene kot HF",2502.4,
20,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"kadmij in njegove spojine, izražene kot Cd",10.6821,
21,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,klor (Cl2),232,
22,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"kobalt in njegove spojine, izražene kot Co",53.1791,
23,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"kositer in njegove spojine, izražene kot Sn",60.479,
24,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"krom in njegove spojine, izražene kot Cr",285.77,
25,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"mangan in njegove spojine, izražene kot Mn",266.653,
26,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"nikelj in njegove spojine, izražene kot Ni",191.56300000000002,
27,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,ogljikov dioksid (CO2),153000000,
28,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,ogljikov monoksid (CO),3306623,
29,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"organske spojine, izražene kot skupni organski ogljik (TOC)",98074.3,
30,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,policiklični aromatski ogljikovodiki,5.7,
31,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),7.000000000000001e-05,
32,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"selen in njegove spojine, izražene kot Se",71.62,
33,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,skupni prah,15197.4,
34,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"svinec in njegove spojine, izražene kot Pb",496.39,
35,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"talij in njegove spojine, izražene kot Tl",5.4651,
36,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"vanadij in njegove spojine, izražene kot V",52.82310000000001,
37,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,VSOTA prašnate anorg. snovi II.,6.5,
38,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,VSOTA prašnate anorg. snovi III.,39,
39,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"živo srebro in njegove spojine, izražene kot Hg",11.755999999999998,
40,2007,"ACRONI, D.O.O.",CESTA BORISA KIDRIČA 44,4270,JESENICE,KOROŠKA BELA,CESTA BORISA KIDRIČA,44,,JESENICE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",110844.3,
41,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,DOLANE,,33,A,CIRKULANE,"organske spojine, izražene kot skupni organski ogljik (TOC)",29636.6,
42,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,DOLANE,,33,A,CIRKULANE,skupni prah,479.98,
43,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,DOLANE,,33,A,CIRKULANE,VSOTA prašnate anorg. snovi I.,0.0192,
44,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,DOLANE,,33,A,CIRKULANE,VSOTA prašnate anorg. snovi II.,0.384,
45,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,DOLANE,,33,A,CIRKULANE,VSOTA prašnate anorg. snovi III.,1.344,
46,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",32.6,
47,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,"organske spojine, izražene kot skupni organski ogljik (TOC)",6839.08,
48,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,skupni prah,133.9,
49,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,VSOTA prašnate anorg. snovi I.,0.011,
50,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,VSOTA prašnate anorg. snovi II.,0.08,
51,2007,ADK d.o.o. MARIBOR,MIKLAVŠKA CESTA 59,2311,HOČE,SPODNJE HOČE,MIKLAVŠKA CESTA,59,,HOČE-SLIVNICA,VSOTA prašnate anorg. snovi III.,1.152,
52,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",3.7,
53,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",11.35,
54,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,formaldehid (CH2O),0.3168,
55,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,"hlapne organske spojine, razen metana",5.04,
56,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,ogljikov monoksid (CO),34.18,
57,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,skupni prah,67.53699999999999,
58,2007,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,KOMPOLE,,63,,ŠTORE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",5.676,
59,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,23,A,CELJE,etilakrilat (C6H8O2),59.73,
60,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,23,A,CELJE,metilakrilat (C4H6O2),59.73,
61,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,23,A,CELJE,metilmetakrilat (C5H8O2),59.73,
62,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,23,A,CELJE,ogljikov dioksid (CO2),482007.2,
63,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,23,A,CELJE,ogljikov monoksid (CO),887.74,
64,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,23,A,CELJE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",930.58,
65,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,32,,CELJE,amonijak (NH3),272.5,
66,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,CELJE,IPAVČEVA ULICA,32,,CELJE,ogljikov dioksid (CO2),297768,
67,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,2-butanon (C4H8O),16.42,
68,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,aceton (C3H8O),1912.93,
69,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,amonijak (NH3),438.44,
70,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,butilacetat (C6H12O2),64.82,
71,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,cikloheksanon (C6H10O),0.1,
72,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,etilacetat (C4H8O2),1010.33,
73,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,formaldehid (CH2O),25.76,
74,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,ksilen (C8H10),14.41,
75,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,ogljikov dioksid (CO2),498060,
76,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,ogljikov monoksid (CO),3436.29,
77,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,toluen (C7H9),62849.07,
78,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,trikloreten (C2HCl3),0.89,
79,2007,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1353.5,
80,2007,"AGROKOMBINAT, D.D.",TRŽAŠKA CESTA 41A,2000,MARIBOR,MARIBOR,TRŽAŠKA CESTA,41,A,MARIBOR,skupni prah,46,
81,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,butilacetat (C6H12O2),80,
82,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,etilacetat (C4H8O2),678.6,
83,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,etilbenzen (C8H10),27.96,
84,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,ksilen (C8H10),3536,
85,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,skupni prah,464,
86,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,toluen (C7H9),1357.2,
87,2007,"AGROMEHANIKA, PROIZVODNJA IN TRGOVINA KRANJ D.D.",HRASTJE 52 A,4001,KRANJ,HRASTJE,,,,KRANJ,trimetilbenzen (C9H12),178.2,
88,2007,"AGROMEX, PROIZVODNJA, STORITVE, TRGOVINA MURSKA SOBOTA D.O.O.",LEDAVSKO NASELJE 16,9000,MURSKA SOBOTA,MURSKA SOBOTA,LEDAVSKO NASELJE,16,,MURSKA SOBOTA,skupni prah,4.4,
89,2007,AHA EMMI PREDELAVA ALUMINIJA IN LESA D.O.O.,KOLODVORSKA CESTA 37A,2310,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,KOLODVORSKA ULICA,37,A,SLOVENSKA BISTRICA,"dušikovi oksidi (NO in NO2), izraženi kot NO2",6386.5,
90,2007,AHA EMMI PREDELAVA ALUMINIJA IN LESA D.O.O.,KOLODVORSKA CESTA 37A,2310,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,KOLODVORSKA ULICA,37,A,SLOVENSKA BISTRICA,ogljikov monoksid (CO),7370.6,
91,2007,AHA EMMI PREDELAVA ALUMINIJA IN LESA D.O.O.,KOLODVORSKA CESTA 37A,2310,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,KOLODVORSKA ULICA,37,A,SLOVENSKA BISTRICA,skupni prah,4814.8,
92,2007,AHA EMMI PREDELAVA ALUMINIJA IN LESA D.O.O.,KOLODVORSKA CESTA 37A,2310,SLOVENSKA BISTRICA,SLOVENSKA BISTRICA,KOLODVORSKA ULICA,37,A,SLOVENSKA BISTRICA,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",229,
93,2007,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,"dušikovi oksidi (NO in NO2), izraženi kot NO2",20.43,
94,2007,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,ogljikov monoksid (CO),2020.3,
95,2007,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,skupni prah,7.5,
96,2007,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",69.36,
97,2007,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,metilakrilat (C4H6O2),218,
98,2007,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,metilmetakrilat (C5H8O2),4266.19,
99,2007,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,skupni prah,5.9,
100,2007,Akubat d.o.o.,EINSPIELERJEVA ULICA 31,2000,MARIBOR,MARIBOR,EINSPIELERJEVA ULICA,31,,MARIBOR,"dušikovi oksidi (NO in NO2), izraženi kot NO2",51.754,
101,2007,Akubat d.o.o.,EINSPIELERJEVA ULICA 31,2000,MARIBOR,MARIBOR,EINSPIELERJEVA ULICA,31,,MARIBOR,"kadmij in rakotvorne spojine kadmija, izražene kot Cd",0.197,
102,2007,Akubat d.o.o.,EINSPIELERJEVA ULICA 31,2000,MARIBOR,MARIBOR,EINSPIELERJEVA ULICA,31,,MARIBOR,ogljikov monoksid (CO),439.095,
103,2007,Akubat d.o.o.,EINSPIELERJEVA ULICA 31,2000,MARIBOR,MARIBOR,EINSPIELERJEVA ULICA,31,,MARIBOR,"organske spojine, izražene kot skupni organski ogljik (TOC)",9.67,
104,2007,Akubat d.o.o.,EINSPIELERJEVA ULICA 31,2000,MARIBOR,MARIBOR,EINSPIELERJEVA ULICA,31,,MARIBOR,skupni prah,73.058,
105,2007,Akubat d.o.o.,EINSPIELERJEVA ULICA 31,2000,MARIBOR,MARIBOR,EINSPIELERJEVA ULICA,31,,MARIBOR,"svinec in njegove spojine, izražene kot Pb",3.9130000000000003,
106,2007,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",16.8,
107,2007,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",240.9,
108,2007,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,ogljikov monoksid (CO),80.2,
109,2007,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"organske spojine, izražene kot skupni organski ogljik (TOC)",82,
110,2007,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,skupni prah,87.7,
111,2007,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEZARJEV,8,,JESENICE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0,
112,2007,ALPINA d.d.,STROJARSKA ULICA 2,4226,ŽIRI,ŽIRI,STROJARSKA ULICA,2,,ŽIRI,"hlapne organske spojine, razen metana",14432.5,
113,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",0,
114,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,arzen in njegove spojine (As),0,
115,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"baker in njegove spojine, izražene kot Cu",0.01,
116,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"dušikovi oksidi (NO in NO2), izraženi kot NO2",205.8,
117,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"fluor in njegove spojine, izražene kot HF",0,
118,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"kadmij in njegove spojine, izražene kot Cd",0,
119,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"krom in njegove spojine, izražene kot Cr",0.04,
120,2007,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA KOZJANSKEGA ODREDA 25,3230,ŠENTJUR,ŠENTJUR,CESTA KOZJANSKEGA ODREDA,25,,ŠENTJUR,"nikelj in njegove spojine, izražene kot Ni",0.003,
