,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 105/08), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja poslati ministrstvu oceno o letnih emisijah snovi v zrak.

Na osnovi prejetih  ocen o letnih emisijah snovi v zrak smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu in o letnih količinah izpuščenih snovi v zrak. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
73,2009,ADUT LIVARNA SIVE IN NODULARNE LITINE D.O.O.,"KOMPOLE 63, ŠTORE",3220,ŠTORE,Štore,"dušikovi oksidi (NO in NO2), izraženi kot NO2",143.5
74,2009,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",565.4000244140625
75,2009,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1435.4000244140625
76,2009,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,amonijak (NH3),183.10000610351562
77,2009,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,ogljikov monoksid (CO),1435.4000244140625
78,2009,AERO D.D.,Tovarniška cesta 23,3311,ŠEMPETER V SAVINJSKI DOLINI,Celje,formaldehid (CH2O),10.800000190734863
79,2009,"AERO IDA, d.o.o.",Šempeter,3311,ŠEMPETER V SAVINJSKI DOLINI,Žalec,aceton (C3H8O),19.079999923706055
80,2009,"AERO IDA, d.o.o.",Šempeter,3311,ŠEMPETER V SAVINJSKI DOLINI,Žalec,etilacetat (C4H8O2),763.7319774627686
81,2009,"AERO IDA, d.o.o.",Šempeter,3311,ŠEMPETER V SAVINJSKI DOLINI,Žalec,toluen (C7H9),42.574999602511525
82,2009,AGROMEHANIKA KRANJ D.D.,"HRASTJE 52 A, KRANJ",4000,KRANJ,Kranj,ogljikov monoksid (CO),7.879999905824661
83,2009,AGROMEHANIKA KRANJ D.D.,"HRASTJE 52 A, KRANJ",4000,KRANJ,Kranj,"organske spojine, izražene kot skupni organski ogljik (TOC)",0
84,2009,AGROMEHANIKA KRANJ D.D.,"HRASTJE 52 A, KRANJ",4000,KRANJ,Kranj,"dušikovi oksidi (NO in NO2), izraženi kot NO2",202
85,2009,AGROMEHANIKA KRANJ D.D.,"HRASTJE 52 A, KRANJ",4000,KRANJ,Kranj,celotni prah,13.287999760359526
86,2009,AGROMEHANIKA KRANJ D.D.,"HRASTJE 52 A, KRANJ",4000,KRANJ,Kranj,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0.26800000481307507
87,2009,Agroruše d.o.o.,"Tovarniška cesta 27, Ruše",2342,RUŠE,Ruše,celotni prah,0.6760000062640756
88,2009,Agroruše d.o.o.,"Tovarniška cesta 27, Ruše",2342,RUŠE,Ruše,"organske spojine, izražene kot skupni organski ogljik (TOC)",1.100000023841858
89,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"dušikovi oksidi (NO in NO2), izraženi kot NO2",9305.472060203552
90,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",375.64799880981445
91,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"organske spojine, izražene kot skupni organski ogljik (TOC)",1476.5471420288086
92,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,ogljikov monoksid (CO),11830.464172363281
93,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"nikelj in njegove spojine, izražene kot Ni",0.005740799941122532
94,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"krom in njegove spojine, izražene kot Cr",0.08832000195980072
95,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"kobalt in njegove spojine, izražene kot Co",0.005740799941122532
96,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,dimno število,0
97,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,celotni prah,6282.91197013855
98,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",26.496000289916992
99,2009,AHA EMMI d.o.o.,"KOLODVORSKA 37A, SLOVENSKA BISTRICA",2310,SLOVENSKA BISTRICA,Slovenska Bistrica,"fluor in njegove spojine, izražene kot HF",35.327999114990234
100,2009,"AKA PCB d.o.o., Lesce",Rožna dolina 54,4248,LESCE,Radovljica,"kositer in njegove spojine, izražene kot Sn",0.00139999995008111
101,2009,"AKA PCB d.o.o., Lesce",Rožna dolina 54,4248,LESCE,Radovljica,"organske spojine, izražene kot skupni organski ogljik (TOC)",29.999999046325684
102,2009,"AKA PCB d.o.o., Lesce",Rožna dolina 54,4248,LESCE,Radovljica,celotni prah,2.0999999046325684
103,2009,"AKA PCB d.o.o., Lesce",Rožna dolina 54,4248,LESCE,Radovljica,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",0.2800000011920929
104,2009,Akers valji Ravne d.o.o.,"koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,"dušikovi oksidi (NO in NO2), izraženi kot NO2",17.089999675750732
105,2009,Akers valji Ravne d.o.o.,"koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,ogljikov monoksid (CO),216.3000030517578
106,2009,Akers valji Ravne d.o.o.,"koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,"organske spojine, izražene kot skupni organski ogljik (TOC)",91.5999984741211
107,2009,Akers valji Ravne d.o.o.,"koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",4.550000190734863
108,2009,Akers valji Ravne d.o.o.,"koroška cesta 14, ravne na koroškem",2390,RAVNE NA KOROŠKEM,Ravne na Koroškem,celotni prah,33.900001525878906
109,2009,Akrapovič d.d.,"Malo Hudo 8a, Ivančna Gorica",1295,IVANČNA GORICA,Ivančna Gorica,"organske spojine, izražene kot skupni organski ogljik (TOC)",11
110,2009,Akrapovič d.d.,"Malo Hudo 8a, Ivančna Gorica",1295,IVANČNA GORICA,Ivančna Gorica,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0
111,2009,Akrapovič d.d.,"Malo Hudo 8a, Ivančna Gorica",1295,IVANČNA GORICA,Ivančna Gorica,"dušikovi oksidi (NO in NO2), izraženi kot NO2",34
112,2009,Akrapovič d.d.,"Malo Hudo 8a, Ivančna Gorica",1295,IVANČNA GORICA,Ivančna Gorica,celotni prah,2.5
113,2009,Akrapovič d.d.,"Malo Hudo 8a, Ivančna Gorica",1295,IVANČNA GORICA,Ivančna Gorica,ogljikov monoksid (CO),101
114,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,ogljikov monoksid (CO),86.59999918937683
115,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,celotni prah,0
116,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,"organske spojine, izražene kot skupni organski ogljik (TOC)",2162.699993133545
117,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,metilmetakrilat (C5H8O2),4306.599998474121
118,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,metilakrilat (C4H6O2),102
119,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1168
120,2009,"AKRIPOL, d.d. Proizvodnja polimetilmetakrilatnih plošč in litih poliamidov","PRIJATELJEVA CESTA 11, TREBNJE",8210,TREBNJE,Trebnje,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",500.10000228881836
121,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"selen in njegove spojine, izražene kot Se",0.020742400136441574
122,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,ogljikov monoksid (CO),45132.31998884678
123,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,VSOTA prašnate anorg. snovi III.,10.787669611629099
124,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"svinec in njegove spojine, izražene kot Pb",18.02527163969353
125,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",43.884800404310226
126,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"organske spojine, izražene kot skupni organski ogljik (TOC)",62.97600173950195
127,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"kositer in njegove spojine, izražene kot Sn",0.8820800011599204
128,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"dušikovi oksidi (NO in NO2), izraženi kot NO2",140.79199922084808
129,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,celotni prah,85.35644027218223
130,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"baker in njegove spojine, izražene kot Cu",0.018340000020543812
131,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,arzen in njegove spojine (As),0.12529120083490852
132,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"antimon in njegove spojine, izražene kot Sb",0.5665980089397635
133,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,VSOTA prašnate anorg. snovi II.,0.15770459454506636
134,2009,Akubat d.o.o.,"EINSPIELERJEVA ULICA 31, MARIBOR",2000,MARIBOR,Maribor,"nikelj in njegove spojine, izražene kot Ni",0.013049000655882992
135,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,"fluor in njegove spojine, izražene kot HF",13.300000190734863
136,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",29
137,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,ogljikov monoksid (CO),89.30000305175781
138,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,"dušikovi oksidi (NO in NO2), izraženi kot NO2",268.1000061035156
139,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,celotni prah,97.5999984741211
140,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",18.700000762939453
141,2009,ALBOMAY d.o.o.,CESTA ŽELEZARJEV 8,4270,JESENICE,Jesenice,"organske spojine, izražene kot skupni organski ogljik (TOC)",91.19999694824219
142,2009,Alpina d.o.o. - proizvodnja,Strojarska ulica 2,4226,ŽIRI,Žiri,diklormetan,209.80000495910645
143,2009,Alpina d.o.o. - proizvodnja,Strojarska ulica 2,4226,ŽIRI,Žiri,"organske spojine, izražene kot skupni organski ogljik (TOC)",7636
144,2009,ALPOS EKOLOŠKA PEČ D.O.O.,"Cesta Kozjanskega odreda 25, Šentjur",3230,ŠENTJUR,Šentjur pri Celju,"fluor in njegove spojine, izražene kot HF",2.0999999046325684
145,2009,ALPOS EKOLOŠKA PEČ D.O.O.,"Cesta Kozjanskega odreda 25, Šentjur",3230,ŠENTJUR,Šentjur pri Celju,"nikelj in njegove spojine, izražene kot Ni",0.01600000075995922
146,2009,ALPOS EKOLOŠKA PEČ D.O.O.,"Cesta Kozjanskega odreda 25, Šentjur",3230,ŠENTJUR,Šentjur pri Celju,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",69.30000305175781
147,2009,ALPOS EKOLOŠKA PEČ D.O.O.,"Cesta Kozjanskega odreda 25, Šentjur",3230,ŠENTJUR,Šentjur pri Celju,"VSOTA anorg. sp., ki so v parah ali v pl. stanju III. nev. sk.",5.5
