,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 105/08), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja poslati ministrstvu oceno o letnih emisijah snovi v zrak.

Na osnovi prejetih  ocen o letnih emisijah snovi v zrak smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu in o letnih količinah izpuščenih snovi v zrak. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
0,Podatki o zavezancu,,,,,,Podatki o emisijah v zrak,
1,"Leto 
poročanja",Naziv zavezanca,Lokacija zavezanca,"Poštna 
številka",Ime pošte,Občina,Onesnažilo,Letna količina [Kg]
2276,2010,STROJ d.o.o.,Mariborska cesta 32; Radlje ob Dravi,2360,RADLJE OB DRAVI,Radlje ob Dravi,"organske spojine, izražene kot skupni organski ogljik (TOC)",1295.4000244140625
2277,2010,STROJ d.o.o.,Mariborska cesta 32; Radlje ob Dravi,2360,RADLJE OB DRAVI,Radlje ob Dravi,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",4.5
2278,2010,struc kovačija muta d.o.o.,"kovaška ulica 19, muta",2366,MUTA,Muta,celotni prah,46.760000705718994
2279,2010,struc kovačija muta d.o.o.,"kovaška ulica 19, muta",2366,MUTA,Muta,"dušikovi oksidi (NO in NO2), izraženi kot NO2",463
2280,2010,struc kovačija muta d.o.o.,"kovaška ulica 19, muta",2366,MUTA,Muta,ogljikov monoksid (CO),4382.080000400543
2281,2010,struc kovačija muta d.o.o.,"kovaška ulica 19, muta",2366,MUTA,Muta,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",376.9399999752641
2282,2010,"struc muta, kmetijska mehanizacija d.o.o.","koroška cesta 051,muta",2366,MUTA,Muta,celotni prah,31.47000026702881
2283,2010,"struc muta, kmetijska mehanizacija d.o.o.","koroška cesta 051,muta",2366,MUTA,Muta,"dušikovi oksidi (NO in NO2), izraženi kot NO2",18.189999222755432
2284,2010,"struc muta, kmetijska mehanizacija d.o.o.","koroška cesta 051,muta",2366,MUTA,Muta,ogljikov monoksid (CO),12.62000036239624
2285,2010,"struc muta, kmetijska mehanizacija d.o.o.","koroška cesta 051,muta",2366,MUTA,Muta,"organske spojine, izražene kot skupni organski ogljik (TOC)",154
2286,2010,"struc muta, kmetijska mehanizacija d.o.o.","koroška cesta 051,muta",2366,MUTA,Muta,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",1.7900000102818012
2287,2010,STRUC TOVARNA KOS IN SRPOV d.o.o.,"KOVAŠKA CESTA 100, LOVRENC NA POHORJU",2344,LOVRENC NA POHORJU,Lovrenc na Pohorju,celotni prah,358.80000042915344
