,"V skladu s Pravilnikom o prvih meritvah in obratovalnem monitoringu emisije snovi v zrak iz nepremičnih virov onesnaževanja ter o pogojih za njegovo izvajanje (Uradni list RS, št. 70/96, 71/00, 99/01 in 17/03), morajo vsi zavezanci za izvedbo emisijskega monitoringa snovi v zrak iz nepremičnih virov onesnaževanja pripraviti letno poročilo.

Na osnovi oddanih letnih poročil smo na Agenciji RS za okolje zbrali podatke o letnih količinah izpuščenih snovi v zrak iz industrijskih obratov, ki jih objavljamo na tej spletni strani.

Na tej spletni strani so osnovni podatki o zavezancu, obratu s katerim upravlja zavezanec in o letnih količinah izpuščenih snovi v zrak iz posameznega obrata. Podatki so v obliki excelove tabele, tako da jih lahko poljubno razvrščate.  
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
10,2004,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,"organske spojine, izražene kot skupni organski ogljik (TOC)",616
11,2004,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,"silicijev dioksid, v obliki kristalinskega prahu, SiO2",19.1
12,2004,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,skupni prah,428.2
13,2004,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,"svinec in njegove spojine, izražene kot Pb",2.5
14,2004,ABRASIV MUTA d.o.o.,KOROŠKA CESTA 49,2366,MUTA,MUTA,KOROŠKA CESTA,49,,MUTA,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",2829
15,2004,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEČARSKA CESTA,3,,ŠTORE,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",3.41
16,2004,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEČARSKA CESTA,3,,ŠTORE,formaldehid (CH2O),0.038
17,2004,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEČARSKA CESTA,3,,ŠTORE,"hlapne organske spojine, razen metana",4.2
18,2004,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEČARSKA CESTA,3,,ŠTORE,ogljikov monoksid (CO),113.3
19,2004,ADUT D.O.O.,KOMPOLE 63,3220,ŠTORE,ŠTORE,ŽELEČARSKA CESTA,3,,ŠTORE,skupni prah,7.55
20,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,alkilalkoholi,1414.8
21,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,amonijak (NH3),191
22,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,formaldehid (CH2O),144.3
23,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,"hlapne organske spojine, razen metana",4538.9
24,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,mravljična kislina (CH2O2),35.9
25,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,ogljikov dioksid (CO2),883137
26,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,ogljikov monoksid (CO),386.7
27,2004,AERO COPY d.o.o.,IPAVČEVA ULICA 23a,3000,CELJE,CELJE,IPAVČEVA ULICA,23,a,CELJE,stiren (C8H8),0.5
28,2004,AERO PAPIROTI D.O.O.,IPAVČEVA ULICA 32,3000,CELJE,KRŠKO,TOVARNIŠKA ULICA,14,,KRŠKO,alkilalkoholi,864.59
29,2004,AERO PAPIROTI D.O.O.,IPAVČEVA ULICA 32,3000,CELJE,KRŠKO,TOVARNIŠKA ULICA,14,,KRŠKO,"hlapne organske spojine, razen metana",95.16
30,2004,AERO PAPIROTI D.O.O.,IPAVČEVA ULICA 32,3000,CELJE,KRŠKO,TOVARNIŠKA ULICA,14,,KRŠKO,skupni prah,1.82
31,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,2-butanon (C4H8O),495
32,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,aceton (C3H8O),4113
33,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,alkani (razen metana),322269
34,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,alkilalkoholi,2317
35,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,etilacetat (C4H8O2),1359
36,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,"hlapne organske spojine, razen metana",179
37,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,ksilen (C8H10),23.4
38,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,tetrakloreten (C2Cl4),105
39,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,toluen (C7H9),494914
40,2004,"AERO, kemična, grafična in papirna industrija, d.d.",IPAVČEVA ULICA 32,3000,CELJE,ŠEMPETER V SAVINJ. DOLINI,TOVARNIŠKA CESTA,23,,ŽALEC,trikloreten (C2HCl3),1
41,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,2-butanon (C4H8O),0.7
42,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,alkilalkoholi,0.25
43,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",85.9
44,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"dušikovi oksidi (NO in NO2), izraženi kot NO2",1778.8
45,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"fluor in njegove spojine, izražene kot HF",19.2
46,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"hlapne organske spojine, razen metana",145.13
47,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"kositer in njegove spojine, izražene kot Sn",1.2
48,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,ksilen (C8H10),0.8
49,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,ogljikov monoksid (CO),856.3
50,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"silicijev dioksid, v obliki kristalinskega prahu, SiO2",13.7
51,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,skupni prah,121.61
52,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,stiren (C8H8),16.04
53,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"svinec in njegove spojine, izražene kot Pb",0.4
54,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,tetrakloreten (C2Cl4),214.6
55,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,toluen (C7H9),1.85
56,2004,"AET TOLMIN, DRUŽBA ZA PROIZVODNJO AVTOELEKTRIČNIH VŽIGALNIH SISTEMOV IN TEHNIČNE KERAMIKE D.O.O.",POLJUBINJ 89A,5220,TOLMIN,POLJUBINJ,,89,A,TOLMIN,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",166.7
57,2004,"AGRORUŠE PROIZVODNJA, TRGOVINA IN STORITVE, D.O.O.",TOVARNIŠKA CESTA 27,2342,RUŠE,RUŠE,TOVARNIŠKA CESTA,51,,RUŠE,skupni prah,6.456999999999999
58,2004,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,"dušikovi oksidi (NO in NO2), izraženi kot NO2",3.4
59,2004,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,ogljikov monoksid (CO),58.3
60,2004,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,skupni prah,0.3
61,2004,AKERS VALJI RAVNE,KOROŠKA CESTA 14,2390,RAVNE NA KOROŠKEM,RAVNE NA KOROŠKEM,KOROŠKA CESTA,14,,RAVNE NA KOROŠKEM,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0.6
62,2004,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,"hlapne organske spojine, razen metana",640.7
63,2004,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,metilakrilat (C4H6O2),575
64,2004,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,metilmetakrilat (C5H8O2),4330
65,2004,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,mravljična kislina (CH2O2),159
66,2004,"AKRIPOL, PROIZVODNJA IN PREDELAVA POLIMEROV, d.d.",PRIJATELJEVA CESTA 11,8210,TREBNJE,TREBNJE,PRIJATELJEVA CESTA,11,,TREBNJE,ogljikov monoksid (CO),38.85
67,2004,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEČARJEV,8,,JESENICE,"dušikovi oksidi (NO in NO2), izraženi kot NO2",460.7
68,2004,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEČARJEV,8,,JESENICE,ogljikov dioksid (CO2),191.6
69,2004,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEČARJEV,8,,JESENICE,skupni prah,199.8
70,2004,ALBOMAY D.O.O.,CESTA ŽELEZARJEV 8,4270,JESENICE,JESENICE,CESTA ŽELEČARJEV,8,,JESENICE,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",326.1
71,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",0.05
72,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"baker in njegove spojine, izražene kot Cu",0.43
73,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"dušikovi oksidi (NO in NO2), izraženi kot NO2",3009.7709999999997
74,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"fluor in njegove spojine, izražene kot HF",0.008
75,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"krom in njegove spojine, izražene kot Cr",3.177
76,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"nikelj in njegove spojine, izražene kot Ni",1.86
77,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"organske spojine, izražene kot skupni organski ogljik (TOC)",50.678
78,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,skupni prah,337.418
79,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,VSOTA prašnate anorg. snovi III.,0.001
80,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",2.2830000000000004
81,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",0.239
82,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"baker in njegove spojine, izražene kot Cu",0.01
83,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"dušikovi oksidi (NO in NO2), izraženi kot NO2",179.59
84,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"fluor in njegove spojine, izražene kot HF",0.12
85,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,ogljikov monoksid (CO),17.96
86,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"organske spojine, izražene kot skupni organski ogljik (TOC)",149.66
87,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,skupni prah,1.68
88,2004,ALCAN TOMOS D.O.O.,ŠMARSKA CESTA 4,6000,KOPER,KOPER,ŠMARSKA CESTA,4,,KOPER,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",23.95
89,2004,"ALMOS ŠKOFJA LOKA, PROIZVODNO IN TRGOVSKO PODJETJE, D.O.O.",ZMINEC 30,4220,ŠKOFJA LOKA,ČMINEC,,30,,ŠKOFJA LOKA,skupni prah,13.9
90,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"anorganske spojine klora, če niso navedene v I. nevarnostni skupini, izražene kot HCl",2.4
91,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"antimon in njegove spojine, izražene kot Sb",0
92,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,arzen in njegove spojine (As),0
93,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"baker in njegove spojine, izražene kot Cu",0.0112
94,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,cink in njegove spojine (Zn),0
95,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"dušikovi oksidi (NO in NO2), izraženi kot NO2",240
96,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"fluor in njegove spojine, izražene kot HF",0
97,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"kadmij in njegove spojine, izražene kot Cd",0
98,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"kobalt in njegove spojine, izražene kot Co",0
99,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"kositer in njegove spojine, izražene kot Sn",0
100,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"krom in njegove spojine, izražene kot Cr",0
101,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"mangan in njegove spojine, izražene kot Mn",0
102,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"nikelj in njegove spojine, izražene kot Ni",0.04
103,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,ogljikov monoksid (CO),80
104,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"organske spojine, izražene kot skupni organski ogljik (TOC)",14
105,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,poliklorirani dibenzodioksini (PCDD) in poliklorirani dibenzofurani (PCDF),3.2e-06
106,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,skupni prah,2.4
107,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"svinec in njegove spojine, izražene kot Pb",0.08
108,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"talij in njegove spojine, izražene kot Tl",0
109,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"vanadij in njegove spojine, izražene kot V",0
110,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"živo srebro in njegove spojine, izražene kot Hg",0
111,2004,ALPOS EKOLOŠKA PEČ D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,27,A,ŠENTJUR,"žveplovi oksidi (SO2 in SO3), izraženi kot SO2",0
112,2004,ALPOS MIZARSKA PROIZVODNJA D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA LEONA DOBROTINŠKA,2,,ŠENTJUR,skupni prah,6.47
113,2004,ALPOS OPREMA D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA KOČJANSKEGA ODREDA,29,,ŠENTJUR,"hlapne organske spojine, razen metana",19.33
114,2004,ALPOS OPREMA D.O.O.,CESTA LEONA DOBROTINŠKA 2,3230,ŠENTJUR,ŠENTJUR,CESTA LEONA DOBROTINŠKA,2,,ŠENTJUR,"fluor in njegove spojine, izražene kot HF",0.62
